臺北市地方總預算案,,,,,,,,,
　　　　　　　　　,,,,,,,,,
歲出機關別預算表,,,,,,,,,
                      ,,,,,,,,,
中華民國105年度,,,,,,,,,
科　　目,,,,,本年度預算數,上年度預算數,比較,說明,
款,項,目,節,名稱及編號,,,,,
,,,,03000,,,,,
 3,,,,民政局主管,"2,824,479,684","2,682,816,955","141,662,729",,
,,,,,,,,,
,,,,　03101,,,,,
,   1,,,　民政局,"1,063,646,095","1,085,560,693","-21,914,598",,
,,,,,,,,,
,,,,　　130100,,,,,
,, 1,,　　一般行政,"86,038,556","82,192,364","3,846,192",,
,,,,,,,,,
,,,,　　　130101,,,,,
,,, 1,　　　行政管理,"86,038,556","82,192,364","3,846,192","1.本科目上年度預算數 81,832",
,,,,,,,,"  ,364元，連同由「其他設備」科",
,,,,,,,,"  目移入網頁製作費用 360,000元",
,,,,,,,,  ，共計如列數。,
,,,,,,,,2.本年度預算數之內容與上年度之,
,,,,,,,,  比較如下：,
,,,,,,,," (1)人員維持費 69,674,204元，",
,,,,,,,,"    較上年度預算數 64,676,067",
,,,,,,,,"    元增列 4,998,137元，主要係",
,,,,,,,,    因應勞動基準法第56條修法增,
,,,,,,,,    加提撥職工退休離職儲金所致,
,,,,,,,,    。,
,,,,,,,," (2)一般業務 6,213,509元，較上",
,,,,,,,,"    年度預算數 7,530,452元減列",
,,,,,,,,"     1,316,943元，包括新增除濕",
,,,,,,,,"    機 6,500元，減列員工上下班",
,,,,,,,,    交通費、統籌業務費、油料、,
,,,,,,,,    傳真機、汰換彩色電視機、民,
,,,,,,,,    政月刊印刷費(雙月刊)等 1,
,,,,,,,,"    ,323,443元，計淨減如列數。",
,,,,,,,," (3)會計業務 419,029元，較上年",
,,,,,,,,"    度預算數 419,584元減列加班",
,,,,,,,,    費555元。,
,,,,,,,," (4)人事業務 545,313元，較上年",
,,,,,,,,"    度預算數 426,593元增列文康",
,,,,,,,,"    活動費 118,720元。",
,,,,,,,," (5)政風業務 155,218元，較上年",
,,,,,,,,    度預算數無增減。,
,,,,,,,," (6)資訊業務 9,031,283元，較上",
,,,,,,,,"    年度預算數 8,984,450元增列",
,,,,,,,,"     46,833元，包括新增戶役政",
,,,,,,,,    資訊系統資訊安全健診費 200,
,,,,,,,,"    ,000元，增列戶政資訊系統軟",
,,,,,,,,"    硬體設備維護費 68,262元，",
,,,,,,,,    減列電腦設備及軟體維護費,
,,,,,,,,"     221,429元，計淨增如列數。",
,,,,　　130200,,,,,
,, 2,,　　區里行政,"13,502,707","14,008,735","-506,028",,
,,,,,,,,,
,,,,　　　130201,,,,,
,,, 1,　　　區政監督及區里組織,"13,502,707","14,008,735","-506,028",本年度預算數之內容與上年度之比,
,,,,,,,,較如下：,
,,,,,,,,"1.人員維持費 10,829,172元，較",
,,,,,,,,"  上年度預算數 10,833,720元減",
,,,,,,,,"  列 4,548元，主要係依實際需要",
,,,,,,,,  覈實減列所致。,
臺北市地方總預算案,,,,,,,,,
　　　　　　　　　,,,,,,,,,
歲出機關別預算表,,,,,,,,,
                      ,,,,,,,,,
中華民國105年度,,,,,,,,,
科　　目,,,,,本年度預算數,上年度預算數,比較,說明,
款,項,目,節,名稱及編號,,,,,
 3,   1, 2, 1,,,,,"2.區政業務監督 1,994,725元，較",
,,,,,,,,"  上年度預算數 2,496,205元減列",
,,,,,,,,  加班費、製作區里界說電子書(,
,,,,,,,,"  含光碟) 501,480元。",
,,,,,,,,"3.區里組織及訓練 163,150元，較",
,,,,,,,,  上年度預算數無增減。,
,,,,,,,,"4.災害防救 515,660元，較上年度",
,,,,,,,,  預算數無增減。,
,,,,　　130300,,,,,
,, 3,,　　自治業務,"170,255,108","158,742,952","11,512,156",,
,,,,,,,,,
,,,,　　　130301,,,,,
,,, 1,　　　推行自治行政暨基層,"155,695,470","144,186,194","11,509,276",本年度預算數之內容與上年度之比,
,,,,　　　建設,,,,較如下：,
,,,,,,,,"1.人員維持 21,656,470元，較上",
,,,,,,,,"  年度預算數 18,835,134元增列",
,,,,,,,,"  2,821,336元，主要係依標準伸",
,,,,,,,,  算及因應勞動基準法第56條修法,
,,,,,,,,  增加提撥職工退休離職儲金所致,
,,,,,,,,  。,
,,,,,,,,"2.區里自治行政業務 3,360,815元",
,,,,,,,,"  ，較上年度預算數 4,487,575元",
,,,,,,,,  減列第12屆里長就職服務手冊等,
,,,,,,,,"  相關費用 1,126,760元。",
,,,,,,,,3.公民養成訓練及友善里鄰工作 1,
,,,,,,,,"  ,017,730元，較上年度預算數無",
,,,,,,,,  增減。,
,,,,,,,,"4.區里建設業務 154,905元，較上",
,,,,,,,,"  年度預算數 6,286,905元減列辦",
,,,,,,,,  理優良鄰里公園認養人及績優區,
,,,,,,,,  公所表揚等相關費用、鄰里公園,
,,,,,,,,  使用安全宣導等相關費用、紅火,
,,,,,,,,  蟻、褐根病等各項病蟲害之防患,
,,,,,,,,  宣導及講習等費用、鄰里志工成,
,,,,,,,,  果宣導及表揚等相關費用、鼓勵,
,,,,,,,,  社區巷弄街道造園綠美化費用等,
,,,,,,,,"   6,132,000元。",
,,,,,,,,"5.鄰里活動公共空間補助 122,000",
,,,,,,,,"  ,000元，較上年度預算數 112",
,,,,,,,,"  ,000,000元增列補助本巿各區鄰",
,,,,,,,,"  里活動公共空間費用 10,000",
,,,,,,,,"  ,000元。",
,,,,,,,,"6.里長補選 805,550元，較上年度",
,,,,,,,,  預算數無增減。,
,,,,,,,,7.新增參與式預算制度執行計畫 6,
,,,,,,,,"  ,700,000元。",
,,,,,,,,"8.減列社區環境改造計畫 753,300",
,,,,,,,,  元。,
,,,,　　　130302,,,,,
,,, 2,　　　民生社區中心管理,"14,559,638","14,556,758","2,880",本年度編列民生社區中心管理相關,
,,,,,,,,經費如列數。,
,,,,　　220400,,,,,
,, 4,,　　禮俗宗教,"107,620,157","108,361,470","-741,313",,
,,,,,,,,,
,,,,　　　220401,,,,,
,,, 1,　　　禮俗宗教業務,"107,620,157","108,361,470","-741,313",本年度預算數之內容與上年度之比,
臺北市地方總預算案,,,,,,,,,
　　　　　　　　　,,,,,,,,,
歲出機關別預算表,,,,,,,,,
                      ,,,,,,,,,
中華民國105年度,,,,,,,,,
科　　目,,,,,本年度預算數,上年度預算數,比較,說明,
款,項,目,節,名稱及編號,,,,,
 3,   1, 4, 1,,,,,較如下：,
,,,,,,,,"1.人員維持費 16,395,360元，較",
,,,,,,,,"  上年度預算數 16,393,020元增",
,,,,,,,,"  列 2,340元，主要係依標準伸算",
,,,,,,,,  所致。,
,,,,,,,,"2.宗教業務 3,633,441元，較上年",
,,,,,,,,"  度預算數 4,637,953元減列 1",
,,,,,,,,"  ,004,512元，除其中新增祭祀公",
,,,,,,,,"  業土地清理獎金 460,000元依祭",
,,,,,,,,  祀公業條例第54條、祭祀公業土,
,,,,,,,,  地清理獎金分配及核發辦法第2,
,,,,,,,,  條及第6條之規定由其他雜項收,
,,,,,,,,  入撥充支應外，其餘包括增列宗,
,,,,,,,,  教團體財務會務及未立案宗教場,
,,,,,,,,  所負責人研習、研討會(含場地,
,,,,,,,,  租借佈置、相關資料印製費、茶,
,,,,,,,,"  水點心及雜支等) 143,488元，",
,,,,,,,,  減列宗教事務諮詢委員會議府外,
,,,,,,,,  學者、專家出席費、辦理宗教博,
,,,,,,,,  覽、論壇、研討觀摩會等相關業,
,,,,,,,,  務費用、辦理宗教刊物編撰出版,
,,,,,,,,  、辦理宗教刊物印製、辦理祭祀,
,,,,,,,,  公業條例第51條代為標售編造清,
,,,,,,,,  冊、訂定投標須知公告文、製作,
,,,,,,,,"  現場標示牌等費用 1,608,000元",
,,,,,,,,  ，計淨減如列數。,
,,,,,,,,"3.調解業務 867,480元，較上年度",
,,,,,,,,"  預算數 906,621元減列民、刑事",
,,,,,,,,  調解文書用紙、民刑事調解文書,
,,,,,,,,  封面封底用紙、提供本局及各區,
,,,,,,,,  調解委員會六法全書等參考用書,
,,,,,,,,"  及工具書等 39,141元。",
,,,,,,,,"4.改善民俗暨國民禮儀規範 4,418",
,,,,,,,,"  ,140元，較上年度預算數 5,368",
,,,,,,,,"  ,140元減列編輯出版成年手冊",
,,,,,,,,"   950,000元。",
,,,,,,,,"5.各項節慶民俗祭典 61,282,555",
,,,,,,,,"  元，較上年度預算數 61,982",
,,,,,,,,"  ,555元減列辦理各項節慶、宗教",
,,,,,,,,  民俗、祭典、烈士入祀，及特殊,
,,,,,,,,  紀念活動及推廣費用(含文宣品,
,,,,,,,,  印製費、媒體網站宣傳費等),
,,,,,,,,"   700,000元。",
,,,,,,,,6.推展基層藝文民俗表演活動 6,
,,,,,,,,"  ,218,921元，較上年度預算數 4",
,,,,,,,,"  ,347,961元增列 1,870,960元，",
,,,,,,,,  包括增列辦理基層藝文民俗表演,
,,,,,,,,  活動費用及結、配合相關單位團,
,,,,,,,,  體推展特色民俗藝文活動、交流,
,,,,,,,,"  費用 1,930,109元，減列本局及",
,,,,,,,,  各區邀請學者、專家審查、考核,
,,,,,,,,  評比等出席費、辦理藝文活動搬,
,,,,,,,,"  運物品費用等 59,149元，計淨",
,,,,,,,,  增如列數。,
,,,,,,,,"7.非政府組織會館 1,082,920元，",
,,,,,,,,"  較上年度預算數 1,614,680元減",
臺北市地方總預算案,,,,,,,,,
　　　　　　　　　,,,,,,,,,
歲出機關別預算表,,,,,,,,,
                      ,,,,,,,,,
中華民國105年度,,,,,,,,,
科　　目,,,,,本年度預算數,上年度預算數,比較,說明,
款,項,目,節,名稱及編號,,,,,
 3,   1, 4, 1,,,,,  列水費、辦理相關活動學者、專,
,,,,,,,,  家審查考核評比等出席費、講師,
,,,,,,,,  鐘點費、館舍美化、空間裝置等,
,,,,,,,,"  費用 531,760元。",
,,,,,,,,"8.林安泰古厝民俗文物館 13,721",
,,,,,,,,"  ,340元，較上年度預算數 12",
,,,,,,,,"  ,771,340元增列 950,000元，包",
,,,,,,,,  括增列林安泰古厝民俗文物館室,
,,,,,,,,  內及戶外之常設、特殊情境展覽,
,,,,,,,,  、文物展示保存維護及推廣等相,
,,,,,,,,  關費用、林安泰古厝民俗文物館,
,,,,,,,,  辦理生命禮俗(抓周及收涎等)、,
,,,,,,,,  歲時節令活動、親子DIY童玩、,
,,,,,,,,  民俗文化體驗(茶藝、養生飲食,
,,,,,,,,"  等)、寫生比賽等費用 1,698",
,,,,,,,,"  ,400元，減列水費、電費、電話",
,,,,,,,,  費、公共意外保險費、民俗活動,
,,,,,,,,"  祭祀禮儀講師鐘點費等 748,400",
,,,,,,,,  元，計淨增如列數。,
,,,,,,,,"9.減列城鄉系列活動 339,200元。",
,,,,　　133200,,,,,
,, 5,,　　戶政業務,"44,575,508","61,088,088","-16,512,580",,
,,,,,,,,,
,,,,　　　133201,,,,,
,,, 1,　　　戶籍業務,"44,575,508","61,088,088","-16,512,580",本年度預算數之內容與上年度之比,
,,,,,,,,較如下：,
,,,,,,,,"1.人員維持費 21,863,328元，較",
,,,,,,,,"  上年度預算數 21,871,608元減",
,,,,,,,,"  列 8,280元，主要係依實際需要",
,,,,,,,,  覈實減列所致。,
,,,,,,,,"2.戶籍管理 22,527,140元，較上",
,,,,,,,,"  年度預算數 39,031,440元減列",
,,,,,,,,"  16,504,300元，包括增列戶口名",
,,,,,,,,  簿護套、空白國民身分證、膠膜,
,,,,,,,,  、結婚、離婚證明書印刷費等 1,
,,,,,,,,"  ,562,200元，減列大、小型鋁質",
,,,,,,,,  門牌、戶政人員工作手冊印刷費,
,,,,,,,,  、辦理戶政加值服務採購提袋、,
,,,,,,,,  禮品、卡片及手冊與宣導等相關,
,,,,,,,,"  費用等 18,066,500元，計淨減",
,,,,,,,,  如列數。,
,,,,,,,,"3.戶政事務所業務監督 185,040元",
,,,,,,,,  ，較上年度預算數無增減。,
,,,,　　130600,,,,,
,, 6,,　　人口行政,"601,373,346","579,122,764","22,250,582",,
,,,,,,,,,
,,,,　　　130601,,,,,
,,, 1,　　　人口政策業務,"601,373,346","579,122,764","22,250,582",本年度預算數之內容與上年度之比,
,,,,,,,,較如下：,
,,,,,,,,"1.人員維持費 11,303,028元，較",
,,,,,,,,"  上年度預算數 11,308,356元減",
,,,,,,,,"  列 5,328元，主要係依實際需要",
,,,,,,,,  覈實減列所致。,
,,,,,,,,"2.人口業務 577,591,386元，較上",
,,,,,,,,"  年度預算數 557,591,386元增列",
,,,,,,,,"   20,000,000元，包括新增臺北",
臺北市地方總預算案,,,,,,,,,
　　　　　　　　　,,,,,,,,,
歲出機關別預算表,,,,,,,,,
                      ,,,,,,,,,
中華民國105年度,,,,,,,,,
科　　目,,,,,本年度預算數,上年度預算數,比較,說明,
款,項,目,節,名稱及編號,,,,,
 3,   1, 6, 1,,,,,"  市人口推估研究費 900,000元，",
,,,,,,,,"  增列生育獎勵金 20,000,000元",
,,,,,,,,  ，減列辦理家庭研究圓桌論壇、,
,,,,,,,,  座談會及觀摩會等各類會議相關,
,,,,,,,,"  費用 900,000元，計淨增如列數",
,,,,,,,,  。,
,,,,,,,,"3.聯合婚禮 2,625,200元，較上年",
,,,,,,,,  度預算數無增減。,
,,,,,,,,"4.同志公民業務 1,504,440元，較",
,,,,,,,,  上年度預算數無增減。,
